ncbi_id	Size	GC	Not_ACGT	seq_id_version	seq_desc	seq_type	seq_base	Release_Date	Species	Genus	Family	Sequence_Type	Nuc_Completeness	Genotype	Segment	Authors	Publications	Geo_Location	Host	Isolation_Source	Collection_Date	BioSample	GenBank_Title
HQ012370	29266	38.31	8	HQ012370.1	"Feline coronavirus UU24, complete genome"	linear	RNA	2010-08-14T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Feliformia		1/3/2008		"Feline coronavirus UU24, complete genome"
HQ012371	29274	38.37	27	HQ012371.1	"Feline coronavirus UU31, complete genome"	linear	RNA	2010-08-14T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Feliformia		1/25/2008		"Feline coronavirus UU31, complete genome"
HQ012372	29216	38.7	0	HQ012372.1	"Feline coronavirus UU34, complete genome"	linear	RNA	2010-08-14T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Felis catus		9/11/2007		"Feline coronavirus UU34, complete genome"
HQ392469	29233	38.43	2	HQ392469.1	"Feline coronavirus UU40, complete genome"	linear	RNA	2010-10-15T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Spiro,D., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands	Felis catus		1/22/2008		"Feline coronavirus UU40, complete genome"
HQ392470	29255	38.74	1	HQ392470.1	"Feline coronavirus UU19, complete genome"	linear	RNA	2010-10-15T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands: Utrecht	Feliformia		8/23/2007		"Feline coronavirus UU19, complete genome"
HQ392471	29252	38.57	45	HQ392471.1	"Feline coronavirus UU20, complete genome"	linear	RNA	2010-10-15T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands: Utrecht	Feliformia		8/23/2007		"Feline coronavirus UU20, complete genome"
HQ392472	29233	38.3	0	HQ392472.1	"Feline coronavirus UU30, complete genome"	linear	RNA	2010-10-15T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Spiro,D., Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Sitz,J., Katzel,D., Li,K., Axelrod,N., Safford,T., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Chang,H.W., Egberink,H.F., Rottier,P.J."		Netherlands: Utrecht	Feliformia		1/22/2008		"Feline coronavirus UU30, complete genome"
HQ462571	28597	37.58	0	HQ462571.1	"Transmissible gastroenteritis virus strain WH-1, complete genome"	linear	RNA	2011-03-05T00:00:00Z	Alphacoronavirus 1	Alphacoronavirus	Coronaviridae	GenBank	complete			"Xie,L., An,K., Guo,S., Zhong,H., Fang,L., Xiao,S."		China	Sus scrofa				"Transmissible gastroenteritis virus strain WH-1, complete genome"
HQ848267	27720	38.29	0	HQ848267.1	"Infectious bronchitis virus isolate GX-YL5, complete genome"	linear	RNA	2011-04-11T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Mo,M., Huang,B., Wei,P., Wei,T., Chen,Q., Wang,X., Li,M., Fan,W."	22966194	China	Gallus gallus	embryo	8/15/2005		"Infectious bronchitis virus isolate GX-YL5, complete genome"
HQ850618	27597	38.09	0	HQ850618.1	"Infectious bronchitis virus isolate GX-YL9, complete genome"	linear	RNA	2011-04-11T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Mo,M., Huang,B., Wei,P., Wei,T., Chen,Q., Wang,X., Li,M., Fan,W."	22966194	China	Gallus gallus	embryo	8/25/2007		"Infectious bronchitis virus isolate GX-YL9, complete genome"
HQ890526	29646	40.83	1	HQ890526.1	"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/8/2008		"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome"
HQ890527	29646	40.83	1	HQ890527.1	"SARS coronavirus MA15 ExoN1 isolate d2ym2, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/8/2008		"SARS coronavirus MA15 ExoN1 isolate d2ym2, complete genome"
HQ890528	29646	40.83	1	HQ890528.1	"SARS coronavirus MA15 ExoN1 isolate d2ym3, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/8/2008		"SARS coronavirus MA15 ExoN1 isolate d2ym3, complete genome"
HQ890529	29646	40.83	2	HQ890529.1	"SARS coronavirus MA15 ExoN1 isolate d2ym4, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/8/2008		"SARS coronavirus MA15 ExoN1 isolate d2ym4, complete genome"
HQ890530	29646	40.83	1	HQ890530.1	"SARS coronavirus MA15 ExoN1 isolate d2ym5, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/8/2008		"SARS coronavirus MA15 ExoN1 isolate d2ym5, complete genome"
HQ890531	29645	40.83	2	HQ890531.1	"SARS coronavirus MA15 ExoN1 isolate d4ym1, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/10/2008		"SARS coronavirus MA15 ExoN1 isolate d4ym1, complete genome"
HQ890532	29645	40.83	1	HQ890532.1	"SARS coronavirus MA15 ExoN1 isolate d4ym2, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/10/2008		"SARS coronavirus MA15 ExoN1 isolate d4ym2, complete genome"
HQ890533	29646	40.83	1	HQ890533.1	"SARS coronavirus MA15 ExoN1 isolate d4ym3, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/10/2008		"SARS coronavirus MA15 ExoN1 isolate d4ym3, complete genome"
HQ890534	29646	40.83	2	HQ890534.1	"SARS coronavirus MA15 ExoN1 isolate d2om1, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 ExoN1 isolate d2om1, complete genome"
HQ890535	29646	40.83	2	HQ890535.1	"SARS coronavirus MA15 ExoN1 isolate d2om2, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 ExoN1 isolate d2om2, complete genome"
HQ890536	29646	40.83	2	HQ890536.1	"SARS coronavirus MA15 ExoN1 isolate d2om3, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 ExoN1 isolate d2om3, complete genome"
HQ890537	29646	40.83	1	HQ890537.1	"SARS coronavirus MA15 ExoN1 isolate d2om4, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 ExoN1 isolate d2om4, complete genome"
HQ890538	29646	40.83	2	HQ890538.1	"SARS coronavirus MA15 ExoN1 isolate d2om5, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 ExoN1 isolate d2om5, complete genome"
HQ890539	29646	40.83	2	HQ890539.1	"SARS coronavirus MA15 ExoN1 isolate d3om1, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/18/2008		"SARS coronavirus MA15 ExoN1 isolate d3om1, complete genome"
HQ890540	29646	40.83	2	HQ890540.1	"SARS coronavirus MA15 ExoN1 isolate d3om2, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/18/2008		"SARS coronavirus MA15 ExoN1 isolate d3om2, complete genome"
HQ890541	29646	40.83	0	HQ890541.1	"SARS coronavirus MA15 isolate d2ym1, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/8/2008		"SARS coronavirus MA15 isolate d2ym1, complete genome"
HQ890542	29646	40.83	0	HQ890542.1	"SARS coronavirus MA15 isolate d2om1, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 isolate d2om1, complete genome"
HQ890543	29646	40.83	0	HQ890543.1	"SARS coronavirus MA15 isolate d2om2, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 isolate d2om2, complete genome"
HQ890544	29646	40.83	0	HQ890544.1	"SARS coronavirus MA15 isolate d2om3, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 isolate d2om3, complete genome"
HQ890545	29646	40.83	0	HQ890545.1	"SARS coronavirus MA15 isolate d2om4, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 isolate d2om4, complete genome"
HQ890546	29646	40.83	0	HQ890546.1	"SARS coronavirus MA15 isolate d2om5, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/17/2008		"SARS coronavirus MA15 isolate d2om5, complete genome"
JF274479	27678	37.81	0	JF274479.2	"Infectious bronchitis virus strain ck/CH/LHLJ/07VII, complete genome"	linear	RNA	2011-08-03T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Sun,C., Han,Z., Ma,H., Shao,Y., Kong,X., Liu,S., Liu,X., Zhang,X., Li,C., Yan,B."		China	Gallus gallus		5/7/2007		"Infectious bronchitis virus strain ck/CH/LHLJ/07VII, complete genome"
JF292902	29646	40.83	1	JF292902.1	"SARS coronavirus MA15 ExoN1 isolate d4ym4, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/10/2008		"SARS coronavirus MA15 ExoN1 isolate d4ym4, complete genome"
JF292903	29645	40.83	3	JF292903.1	"SARS coronavirus MA15 ExoN1 isolate d4ym5, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		10/10/2008		"SARS coronavirus MA15 ExoN1 isolate d4ym5, complete genome"
JF292904	29645	40.83	2	JF292904.1	"SARS coronavirus MA15 ExoN1 isolate d3om3, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/18/2008		"SARS coronavirus MA15 ExoN1 isolate d3om3, complete genome"
JF292905	29646	40.83	3	JF292905.1	"SARS coronavirus MA15 ExoN1 isolate d3om4, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/18/2008		"SARS coronavirus MA15 ExoN1 isolate d3om4, complete genome"
JF292906	29646	40.83	3	JF292906.1	"SARS coronavirus MA15 ExoN1 isolate d3om5, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		9/18/2008		"SARS coronavirus MA15 ExoN1 isolate d3om5, complete genome"
JF292907	29646	40.83	0	JF292907.1	"SARS coronavirus MA15 isolate d2ym2, complete genome"	linear	RNA	2011-03-25T00:00:00Z	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	GenBank	complete			"Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Denison,M.R."		"USA: Nashville, TN"	Mus musculus		8/10/2008		"SARS coronavirus MA15 isolate d2ym2, complete genome"
